,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
2234,Multi-filtenna,system,A,multi-filtenna,system,element,filter,element,design,port,isolation,ECC,insertion,loss,efficiency,radiation,pattern,antenna,element,order,beam,forming,system,plurality,filtennas,proximate,filtenna,port,resonator,sections,radiating,resonator,resonator,sections,port,radiating,resonator,plurality,filtennas,port,frequency,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,Dielectric,transmission,medium,plurality,members,ball,socket,configuration,Aspects,disclosure,example,transmission,medium,core,plurality,members,waves,cladding,portion,surface,dielectric,core,embodiments,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,substrate,module,substrate,module,A,mounting,substrate,circuit,board,coupler,circuit,board,surface,microwave,circuit,element,microwave,circuit,element,plurality,terminals,antenna,I/O,terminals,coupler,antenna,I/O,terminals,device,coupler,conductor,portion,antenna,I/O,terminal,conductor,portion,antenna,I/O,terminal,gap,end,face,conductor,portion,end,face,conductor,portion,gap,portion,distance,end,face,conductor,portion,end,face,conductor,portion,coupler,field,portion,waveguide,device,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,Dynamic,stabilizer,mount,Aspects,disclosure,antenna,orientation,relative,structure,antenna,measurement,sensor,measurement,magnitude,direction,displacement,relative,orientation,displacement,relative,orientation,threshold,terms,magnitude,direction,combination,thereof,responsive,determining,displacement,relative,orientation,threshold,device,antenna,orientation,relative,structure,identifying,device,antenna,orientation,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,Devices,assemblies,methods,access,point,post,assembly,access,point,base,panel,post,access,point,assembly,shroud,base,panel,access,point,post,assembly,support,antenna,access,point,position,position,method,access,point,post,mounting,post,base,panel,access,point,method,base,panel,post,shroud,panel,shroud,base,panel,access,point,post,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,meter,antenna,meter,assemblies,A,meter,assembly,meter,meter,collar,antenna,assembly,meter,meter,antenna,meter,meter,collar,meter,connector,meter,antenna,cable,antenna,antenna,antenna,connector,cases,antenna,assembly,meter,collar,antenna,connector,connect,connector,antenna,meter,antenna,examples,gain,antenna,gain,meter,antenna,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Apparatus,resonance,apparatus,antenna,apparatus,conductor,plate,side,plate,aperture,plurality,vias,plate,conductor,plate,side,plate,feed,line,signal,resonator,cavity,conductor,plate,conductor,plate,vias,aperture,size,multiple-resonance,operating,frequency,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,structure,integration,device,Systems,methods,integration,structure,information,handling,system,information,system,housing,housing,portion,housing,portion,housing,portion,structure,housing,portion,housing,portion,layer,layer,housing,portion,layer,layer,bond,layer,layer,housing,portion,PCB,layer,PCB,PCB,PCB,layer,layer,structure,PCB,PCB,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,wireless,communication,device,A,method,apparatus,system,polymer,capable,crack,propagation,polymer,delamination,interface,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,device,transmission,circuit,device,housing,circuit,board,PCB,housing,PCB,plurality,layers,insulation,layers,component,part,housing,component,PCB,housing,components,path,component,component,wherein,portion,path,runs,PCB,PCB,region,pattern,vias,vias,part,plurality,layers,layers,path,region,vias,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,Mobile,device,manufacturing,method,A,device,circuit,board,metal,frame,extension,radiation,element,component,circuit,board,RF,Radio,Frequency,module,circuit,board,system,ground,plane,metal,frame,portion,system,ground,plane,clearance,region,portion,system,ground,plane,portion,extension,radiation,element,feeding,point,structure,portion,extension,radiation,element,circuit,board,component,component,circuit,board,portion,RF,module,feeding,point,antenna,structure,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,devices,antennas,display,device,display,array,antenna,radio-frequency,signals,frequencies,GHz,display,layer,circuitry,sensor,electrodes,filter,structures,layer,structures,array,patches,slots,paths,array,slots,filter,array,patches,array,patches,slots,eye,periodicity,structures,slots,filter,cutoff,frequency,filter,frequencies,antenna,array,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,radio,invention,radio,antenna,radio,base,station,dipole,radiator,body,radiator,H,body,radiation,direction,amounts,%,D,body,cross-section,perpendicular,radiation,direction,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,Antenna,apparatus,vehicle,A,vehicle,body,front,window,rear,window,plurality,lenses,front,window,rear,window,surface,surface,plurality,antennae,surface,lens,radio,signal,passing,plurality,lens,switcher,antenna,plurality,antennae,antenna,plurality,antennae,radio,signal,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,Cosecant,radiation,pattern,embodiments,relate,antenna,embodiment,antenna,profile,multi-band,band,GPS,constellation,antenna,embodiment,antenna,cube,sides,circuit,board,sides,circuit,boards,hardware,portion,frequency,band,hardware,portion,frequency,band,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,radome,assembly,A,radome,assembly,frame,conforming,contour,aircraft,fuselage,thereto,radome,contour,bulb,frame,house,antenna,therein,radome,configuration,radio-frequency,RF,window,frame,radome,frame,hinge,hidden,frame,RF,window,radome,frame,antenna,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,invention,radome,distance,radar,motor,vehicle,design,element,e.g,logo,radome,method,manufacturing,radome,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,device,multiband,device,device,outer,housing,surface,direction,surface,direction,opposite,direction,side,surface,space,surface,surface,display,portion,display,surface,outer,housing,PCB,surface,display,interior,outer,housing,communication,circuit,PCB,structure,surface,portion,side,surface,communication,circuit,structure,portion,display,structure,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,Exchange,wireless,signals,transmission,medium,methods,Aspects,disclosure,antenna,system,antenna,aperture,transmission,medium,transmitter,antenna,signal,portion,field,structure,transmission,medium,portion,field,structure,signal,transmission,medium,signal,part,transmission,medium,aperture,antenna,transmission,medium,embodiments,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,Systems,devices,methods,signals,cage,Embodiments,disclosure,provide,devices,methods,systems,connection,delivery,communication,portions,Faraday,cage,embodiments,devices,methods,signals,port,Faraday,cage,embodiments,aspects,disclosure,resonance,imaging,system,communications,scanner,room,control,room,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,Device,method,coupling,antennas,capacitors,ground,Radio,frequency,antennas,ground,plane,elements,holes,ground,plane,holes,side,ground,plane,extends,fringe,hole,L,shape,capacitor,end,stub,side,hole,elements,solder,pads,ground,plane,side,ground,plane,Methods,decoupling,apparatus,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,Millimeter,antennas,feeds,device,structures,radio-frequency,signals,GHz,structures,patches,patch,hole,transmission,line,patch,hole,end,trace,end,trace,terminal,patch,hole,region,patch,hole,patch,impedance,circuits,impedances,antenna,help,patch,antennas,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
